Ticker,Simple RNN MAE,Simple RNN RMSE,Simple RNN MAPE,Simple RNN R²,GRU MAE,GRU RMSE,GRU MAPE,GRU R²,LSTM MAE,LSTM RMSE,LSTM MAPE,LSTM R²
SSB,3.8527213235082556,4.897353564121111,21.010388738639737,-10.522923208494968,12.273344347088722,14.883402300097073,67.41648366648691,-105.42513053214665,5.121394150625157,6.8189816879485186,28.021830865446027,-21.33977516761361
SSI,9.79874425355223,11.941083552166251,30.16534778996607,-15.149079978072756,35.7894858063239,42.53593462122214,108.54647503163773,-203.91430183005178,12.320389402094529,16.428640296002683,38.095621783822544,-29.56775563548296
TCB,6.8197599707131324,9.107380737680248,19.054977982991254,-14.637635093677897,23.589303171387826,28.72081040255416,65.47412213359112,-154.51685645840135,11.484730292564828,14.701700724717302,31.95000220845103,-39.749214785219436
TPB,4.964953199837577,6.317957513678035,28.138180976099452,-36.46979032115362,17.600825350269716,23.865128385897858,101.12732579286529,-533.6325677470433,6.966539637219793,9.548144448951382,39.5391790266113,-84.57872697436164
VCB,10.584506743304253,12.434571500521972,17.561889841559406,-14.781512471201887,31.433323355647115,39.260465455993526,52.336991635662486,-156.3250444834895,13.687748176790633,18.197694160895644,22.7371195703539,-32.800233351114805
VHM,33.446053333625166,45.58356158894616,31.430373137221707,-18.125106767464427,92.62552060196909,126.88783703649646,89.39141198862961,-147.19288300141045,47.81317514422151,66.14336873448994,45.626453585292545,-39.267992454720805
VIB,5.064147580179312,6.302934419299075,26.400239652939206,-15.859520164548755,17.704443887577337,21.940688733225954,93.234234699321,-203.2961328028149,6.24628125887772,8.697686382269433,32.76902117066643,-31.104589501093344
VIC,25.668690801193208,31.626827476247524,25.65915381390625,0.07362361315582311,85.29625310336745,111.37128608437641,75.02549544006246,-10.487424948706927,36.08215724866102,45.331115224610095,35.032225909096866,-0.9031324946448294
VJC,61.03420049977842,73.62445656730486,34.8826367060117,-5.629245018260825,186.34437758673698,249.8055408404808,105.15980466127802,-75.31747632266207,75.58082330796925,99.58503520327237,43.83584205842432,-11.12852615092196
VNM,7.016723927394312,9.429796603240156,11.60139067123658,-14.600817808914991,21.281368882090877,27.07517689805523,35.383424410832404,-127.61313370449889,13.766193963508295,18.5150838380195,22.7297541222693,-59.144245391092596
VPB,10.667527288016748,13.829964348112405,35.419374490352176,-38.9573388144358,39.14171098532143,52.02499802308404,131.72247983300667,-564.429652057646,14.215777496776882,19.365777416994103,47.73471762425371,-77.34734916420484
VRE,11.885750175263146,17.354752291003813,36.51355283457945,-23.225611112210917,35.07195283146328,56.49190545707863,109.60343471609208,-255.69082752266138,15.290480542833015,22.378815331265926,47.03331294792239,-39.28209857278801
