Ticker,Simple RNN MAE,Simple RNN RMSE,Simple RNN MAPE,Simple RNN R²,GRU MAE,GRU RMSE,GRU MAPE,GRU R²,LSTM MAE,LSTM RMSE,LSTM MAPE,LSTM R²
ACB,5.060179999532675,6.6933350637683064,20.048521924842188,-30.89448269430815,17.2069957787579,23.4928042641351,68.50831818077788,-391.91639530187393,7.1189588087167595,9.84255261412701,28.2054735636395,-67.96772820558877
BCM,9.144716406438524,11.681121517377797,13.719967600980453,-26.435494862741333,34.4123286835632,43.016689294370686,51.7128710566264,-371.06402467300376,13.011042721979438,17.192513779313785,19.63194592767622,-58.432291650301984
BID,6.289157688975649,8.365339943807122,16.289854343939123,-24.914451583284585,19.144834033268054,23.901359956530026,49.585038113621714,-210.55342412596116,9.58318184843294,12.489979864112335,24.874597642675578,-56.76946034731564
BVH,12.408131149703422,18.04497585835463,23.395219664695563,-30.025824796155625,45.08325406140913,58.86425102882612,84.2884325089388,-329.15202855732326,18.931179208035974,26.50863676446966,35.86298468448278,-65.95538527846615
CTG,5.54916387652874,7.510592044017059,15.883827967037304,-47.39754810348476,20.083343981327605,24.16110948834454,57.803020602169,-499.8512490868144,8.18263458313009,11.3751545560477,23.45739839273701,-110.0170356745344
FPT,16.877011475517637,21.48461701187429,17.41656382713325,-30.67106781061155,57.4943311058816,69.5425871042418,59.67344784506333,-330.82504339937856,28.979726041590478,35.00346531751187,29.983944956564105,-83.0677755776349
GAS,10.699760386912624,13.886782501052256,16.556620025677006,-7.728862575426783,27.801771147104944,36.64050660183912,43.13180720021885,-59.76833378911864,14.648967899850737,20.08981945474197,22.968470540496547,-17.268650054681792
GVR,5.861197348933811,7.379044199397636,21.32018813778375,-42.800775416520445,16.01966890331752,19.491219283144293,58.24946463033922,-304.60439137545995,9.78929537163266,11.989573119244438,35.79138374461868,-114.63492333444691
HDB,5.1477833630106185,6.157265292122534,20.84721690524406,-15.947804969812214,19.664897867640672,24.190562162959477,80.49670548168024,-260.5951257660904,8.024735464747392,9.880223390527766,32.38704215107942,-42.638644656743864
HPG,6.1493322212374055,7.402076949309145,22.513844985759327,-40.406648373126856,18.06209577059192,22.423145270067273,66.01938247573558,-378.9758089850162,8.541804549094033,11.176496010687996,31.276156700841483,-93.4004842433131
LPB,13.34458718785408,15.973052642041122,28.152762904451166,-20.267287962212013,36.63551767771272,54.85269929608684,76.93422782737812,-249.80273817692992,17.518361822986265,23.07172847580026,37.06095650547196,-43.370725471151225
MBB,6.445152959080303,9.189461097750307,25.613567614224173,-34.64233720207605,19.287717860321564,32.134710044077565,78.61017563076018,-434.8478004241651,8.705892693028721,12.288489072050675,34.65998655071916,-62.7357444240731
MSN,15.86073843086337,21.202519660702794,19.93096819566631,-40.6999226808971,52.406651662715234,66.1726242300234,65.20045527358026,-405.17857948760314,26.861924158248275,35.89116097899161,33.80638693762836,-118.49103257543213
MWG,10.98622589174189,14.52539860366069,13.471278348493756,-11.410910638684658,38.85852547552991,47.54782952682446,47.87550588712541,-131.98691895920874,20.34509265644827,27.509762790953456,25.060425591703495,-43.51652152731265
PLX,5.625235999226352,7.727394085533912,16.001683944755925,-41.63812355566313,18.26091435941004,25.01664779760329,51.9454710521588,-445.8792505006991,8.990293959590215,12.37339932935697,25.71475659105599,-108.32261710647526
SAB,4.82779973734148,6.118402969267709,10.132099257778966,-7.8985365877924085,12.15517026352902,14.856658093829072,25.598683867736543,-51.46681412971257,7.945646319975876,9.353492305005078,16.816214107408037,-19.796489109523307
